dataset_name,before_fix_global_accuracy,new_global_accuracy,valid_global_data_size,runtimes
fakenews,0.708314494981463,0.6734107966362239,42444,"{'snorkel_first_run': 19.035295963287354, 'snorkel_run_after_fix': 28.473597764968872, 'solver_runtime': 0.9676306247711182, 'repair_time': 42.15513849258423}"
fakenews,0.708314494981463,0.92051722578895,42444,"{'snorkel_first_run': 18.94699001312256, 'snorkel_run_after_fix': 32.24333715438843, 'solver_runtime': 1.9093279838562012, 'repair_time': 145.30495238304138}"
fakenews,0.708314494981463,0.6612939687132652,42444,"{'snorkel_first_run': 19.430596113204956, 'snorkel_run_after_fix': 45.273215770721436, 'solver_runtime': 2.335315465927124, 'repair_time': 262.68013548851013}"
fakenews,0.708314494981463,0.8039831811194502,42444,"{'snorkel_first_run': 26.346468448638916, 'snorkel_run_after_fix': 47.79217171669006, 'solver_runtime': 2.9059700965881348, 'repair_time': 126.10712480545044}"
fakenews,0.708314494981463,0.7417035898363324,42444,"{'snorkel_first_run': 19.351094722747803, 'snorkel_run_after_fix': 36.857455015182495, 'solver_runtime': 1.956817388534546, 'repair_time': 278.5122113227844}"
fakenews,0.708314494981463,0.9417668866986164,42444,"{'snorkel_first_run': 19.738895893096924, 'snorkel_run_after_fix': 32.78173637390137, 'solver_runtime': 4.234454393386841, 'repair_time': 144.33972096443176}"
fakenews,0.708314494981463,0.9228908581246044,42444,"{'snorkel_first_run': 155.03129482269287, 'snorkel_run_after_fix': 192.82571816444397, 'solver_runtime': 3.953681707382202, 'repair_time': 480.00934624671936}"
fakenews,0.708314494981463,0.9402296771860024,42444,"{'snorkel_first_run': 19.39814591407776, 'snorkel_run_after_fix': 31.044892072677612, 'solver_runtime': 2.4404900074005127, 'repair_time': 123.79666948318481}"
fakenews,0.708314494981463,0.9342164752690116,42444,"{'snorkel_first_run': 19.393247365951538, 'snorkel_run_after_fix': 29.856751918792725, 'solver_runtime': 2.100862741470337, 'repair_time': 98.30701398849487}"
fakenews,0.708314494981463,0.8386608192422461,42444,"{'snorkel_first_run': 20.297287702560425, 'snorkel_run_after_fix': 33.53718900680542, 'solver_runtime': 2.332167148590088, 'repair_time': 114.04685235023499}"
fakenews,0.708314494981463,0.9519848087530518,42444,"{'snorkel_first_run': 19.960296392440796, 'snorkel_run_after_fix': 31.82639789581299, 'solver_runtime': 102.0939371585846, 'repair_time': 81.19669222831726}"
fakenews,0.708314494981463,0.9373135003164844,42444,"{'snorkel_first_run': 20.123281002044678, 'snorkel_run_after_fix': 33.19366216659546, 'solver_runtime': 2.033473014831543, 'repair_time': 143.51384019851685}"
fakenews,0.708314494981463,0.9394836784519396,42444,"{'snorkel_first_run': 19.762755632400513, 'snorkel_run_after_fix': 33.04258871078491, 'solver_runtime': 5.9819111824035645, 'repair_time': 496.4788091182709}"
fakenews,0.708314494981463,0.836083732706393,42444,"{'snorkel_first_run': 19.430955171585083, 'snorkel_run_after_fix': 40.03101706504822, 'solver_runtime': 6.858721017837524, 'repair_time': 971.320716381073}"
fakenews,0.708314494981463,0.91800795731983,42444,"{'snorkel_first_run': 146.81765460968018, 'snorkel_run_after_fix': 193.17610931396484, 'solver_runtime': 6.140380144119263, 'repair_time': 964.3908288478851}"
fakenews,0.708314494981463,0.9288588479971064,42444,"{'snorkel_first_run': 143.91738843917847, 'snorkel_run_after_fix': 1936.5591123104095, 'solver_runtime': 7.447258710861206, 'repair_time': 1772.1861832141876}"
fakenews,0.708314494981463,0.9284745456189528,42444,"{'snorkel_first_run': 146.54797506332397, 'snorkel_run_after_fix': 264.64730191230774, 'solver_runtime': 16.146174907684326, 'repair_time': 1270.561844110489}"
fakenews,0.708314494981463,0.9368613798715978,42444,"{'snorkel_first_run': 19.428868055343628, 'snorkel_run_after_fix': 37.54264760017395, 'solver_runtime': 16.18302583694458, 'repair_time': 684.9190766811371}"
fakenews,0.708314494981463,0.9539967447327968,42444,"{'snorkel_first_run': 20.217308282852173, 'snorkel_run_after_fix': 50.15582036972046, 'solver_runtime': 6.06564998626709, 'repair_time': 853.4035885334015}"
fakenews,0.708314494981463,0.9346912017361424,42444,"{'snorkel_first_run': 26.890151500701904, 'snorkel_run_after_fix': 47.97626209259033, 'solver_runtime': 6.401131629943848, 'repair_time': 826.3413877487183}"
fakenews,0.708314494981463,0.9526403833981372,42444,"{'snorkel_first_run': 196.41653895378113, 'snorkel_run_after_fix': 323.1483874320984, 'solver_runtime': 7.7814414501190186, 'repair_time': 1118.7241377830505}"
fakenews,0.708314494981463,0.9422416131657474,42444,"{'snorkel_first_run': 149.2059667110443, 'snorkel_run_after_fix': 286.10733795166016, 'solver_runtime': 14.654108762741089, 'repair_time': 1406.7484023571014}"
fakenews,0.708314494981463,0.9404331313862012,42444,"{'snorkel_first_run': 19.34543228149414, 'snorkel_run_after_fix': 34.654855489730835, 'solver_runtime': 9.5901358127594, 'repair_time': 761.3777232170105}"
fakenews,0.708314494981463,0.946378515236459,42444,"{'snorkel_first_run': 19.314942121505737, 'snorkel_run_after_fix': 45.688515424728394, 'solver_runtime': 8.840239763259888, 'repair_time': 1139.3567609786987}"
fakenews,0.708314494981463,0.9315263586219368,42444,"{'snorkel_first_run': 103.52354335784912, 'snorkel_run_after_fix': 46.63349175453186, 'solver_runtime': 600.9080238342285, 'repair_time': 3272.0682396888733}"
imdb,0.42778,0.5099,26729,"{'snorkel_first_run': 14.254538297653198, 'snorkel_run_after_fix': 24.88055157661438, 'solver_runtime': 0.4369697570800781, 'repair_time': 6.707449197769165}"
imdb,0.42778,0.5855,26729,"{'snorkel_first_run': 14.151048421859741, 'snorkel_run_after_fix': 16.985340356826782, 'solver_runtime': 0.4669017791748047, 'repair_time': 10.540338277816772}"
imdb,0.42778,0.57764,26729,"{'snorkel_first_run': 10.621851205825806, 'snorkel_run_after_fix': 18.416383028030396, 'solver_runtime': 0.5502657890319824, 'repair_time': 11.447357892990112}"
imdb,0.42778,0.53194,26729,"{'snorkel_first_run': 10.106661558151245, 'snorkel_run_after_fix': 16.23305106163025, 'solver_runtime': 0.5251052379608154, 'repair_time': 7.746504306793213}"
imdb,0.42778,0.50094,26729,"{'snorkel_first_run': 10.147629737854004, 'snorkel_run_after_fix': 18.167226314544678, 'solver_runtime': 0.5796806812286377, 'repair_time': 9.977874517440796}"
imdb,0.42778,0.56372,26729,"{'snorkel_first_run': 10.070923328399658, 'snorkel_run_after_fix': 18.46673321723938, 'solver_runtime': 0.659738302230835, 'repair_time': 5.84911847114563}"
imdb,0.42778,0.53996,26729,"{'snorkel_first_run': 9.952749967575073, 'snorkel_run_after_fix': 16.5327467918396, 'solver_runtime': 0.7090284824371338, 'repair_time': 7.215073823928833}"
imdb,0.42778,0.52234,26729,"{'snorkel_first_run': 10.476266145706177, 'snorkel_run_after_fix': 17.07865333557129, 'solver_runtime': 0.7559511661529541, 'repair_time': 12.906687021255493}"
imdb,0.42778,0.60656,26729,"{'snorkel_first_run': 14.178488492965698, 'snorkel_run_after_fix': 19.129136323928833, 'solver_runtime': 0.7504281997680664, 'repair_time': 7.216382265090942}"
imdb,0.42778,0.59578,26729,"{'snorkel_first_run': 10.24140453338623, 'snorkel_run_after_fix': 17.523776292800903, 'solver_runtime': 0.85076904296875, 'repair_time': 8.914003849029541}"
imdb,0.42778,0.60264,26729,"{'snorkel_first_run': 11.06756329536438, 'snorkel_run_after_fix': 17.223416805267334, 'solver_runtime': 0.6015467643737793, 'repair_time': 6.793627023696899}"
imdb,0.42778,0.55194,26729,"{'snorkel_first_run': 14.219682693481445, 'snorkel_run_after_fix': 22.640514135360718, 'solver_runtime': 0.5806691646575928, 'repair_time': 4.751339912414551}"
imdb,0.42778,0.58864,26729,"{'snorkel_first_run': 14.772440910339355, 'snorkel_run_after_fix': 25.3690025806427, 'solver_runtime': 0.486403226852417, 'repair_time': 8.035036087036133}"
imdb,0.42778,0.5564,26729,"{'snorkel_first_run': 10.509100914001465, 'snorkel_run_after_fix': 17.877418279647827, 'solver_runtime': 0.5292787551879883, 'repair_time': 6.4837257862091064}"
imdb,0.42778,0.65122,26729,"{'snorkel_first_run': 10.313809156417847, 'snorkel_run_after_fix': 23.57992720603943, 'solver_runtime': 0.9957535266876221, 'repair_time': 5.164051055908203}"
imdb,0.42778,0.61888,26729,"{'snorkel_first_run': 10.208175420761108, 'snorkel_run_after_fix': 22.86116099357605, 'solver_runtime': 1.1322200298309326, 'repair_time': 44.50043702125549}"
imdb,0.42778,0.6137,26729,"{'snorkel_first_run': 10.715002536773682, 'snorkel_run_after_fix': 21.253835678100586, 'solver_runtime': 1.2455739974975586, 'repair_time': 46.4870719909668}"
imdb,0.42778,0.58002,26729,"{'snorkel_first_run': 10.083672285079956, 'snorkel_run_after_fix': 21.08695363998413, 'solver_runtime': 1.2771270275115967, 'repair_time': 42.04167675971985}"
imdb,0.42778,0.5394,26729,"{'snorkel_first_run': 10.024061679840088, 'snorkel_run_after_fix': 20.553343534469604, 'solver_runtime': 1.265310287475586, 'repair_time': 55.541287422180176}"
imdb,0.42778,0.5446,26729,"{'snorkel_first_run': 14.196355819702148, 'snorkel_run_after_fix': 31.01137113571167, 'solver_runtime': 1.3619906902313232, 'repair_time': 42.381046295166016}"
imdb,0.42778,0.56034,26729,"{'snorkel_first_run': 131.5664336681366, 'snorkel_run_after_fix': 159.20771074295044, 'solver_runtime': 2.301403045654297, 'repair_time': 104.52868604660034}"
imdb,0.42778,0.57088,26729,"{'snorkel_first_run': 133.19607996940613, 'snorkel_run_after_fix': 160.28701376914978, 'solver_runtime': 3.4795022010803223, 'repair_time': 73.16711449623108}"
imdb,0.42778,0.61772,26729,"{'snorkel_first_run': 10.548194885253906, 'snorkel_run_after_fix': 22.007591247558594, 'solver_runtime': 1.153731346130371, 'repair_time': 30.06544542312622}"
imdb,0.42778,0.55976,26729,"{'snorkel_first_run': 10.694700717926025, 'snorkel_run_after_fix': 21.16944146156311, 'solver_runtime': 1.2425107955932617, 'repair_time': 27.40261197090149}"
imdb,0.42778,0.54134,26729,"{'snorkel_first_run': 14.32332968711853, 'snorkel_run_after_fix': 20.76873803138733, 'solver_runtime': 1.123676061630249, 'repair_time': 43.278852701187134}"
imdb,0.42778,0.5903,26729,"{'snorkel_first_run': 10.15380048751831, 'snorkel_run_after_fix': 22.15969204902649, 'solver_runtime': 1.2900190353393555, 'repair_time': 47.305743932724}"
imdb,0.42778,0.6285,26729,"{'snorkel_first_run': 14.505549192428589, 'snorkel_run_after_fix': 20.307564735412598, 'solver_runtime': 1.364626407623291, 'repair_time': 35.72667145729065}"
imdb,0.42778,0.60492,26729,"{'snorkel_first_run': 14.497002363204956, 'snorkel_run_after_fix': 27.391756296157837, 'solver_runtime': 2.133694648742676, 'repair_time': 220.45900654792786}"
imdb,0.42778,0.64812,26729,"{'snorkel_first_run': 10.02308440208435, 'snorkel_run_after_fix': 27.521494150161743, 'solver_runtime': 2.0474607944488525, 'repair_time': 233.2686858177185}"
imdb,0.42778,0.58362,26729,"{'snorkel_first_run': 129.55087614059448, 'snorkel_run_after_fix': 160.7099802494049, 'solver_runtime': 3.004730224609375, 'repair_time': 442.3287591934204}"
imdb,0.42778,0.6181,26729,"{'snorkel_first_run': 124.45142126083374, 'snorkel_run_after_fix': 155.95383882522583, 'solver_runtime': 3.2560958862304688, 'repair_time': 435.97305607795715}"
imdb,0.42778,0.59258,26729,"{'snorkel_first_run': 124.43024277687073, 'snorkel_run_after_fix': 163.10490655899048, 'solver_runtime': 3.5557141304016113, 'repair_time': 348.27602553367615}"
imdb,0.42778,0.63132,26729,"{'snorkel_first_run': 10.284541845321655, 'snorkel_run_after_fix': 38.36565542221069, 'solver_runtime': 2.9713709354400635, 'repair_time': 178.07913899421692}"
imdb,0.42778,0.56298,26729,"{'snorkel_first_run': 10.263250827789307, 'snorkel_run_after_fix': 27.42952561378479, 'solver_runtime': 2.546937942504883, 'repair_time': 171.391450881958}"
imdb,0.42778,0.61286,26729,"{'snorkel_first_run': 10.346243619918823, 'snorkel_run_after_fix': 26.423636198043823, 'solver_runtime': 2.619525194168091, 'repair_time': 200.6604824066162}"
imdb,0.42778,0.5891,26729,"{'snorkel_first_run': 180.0992467403412, 'snorkel_run_after_fix': 160.7959690093994, 'solver_runtime': 3.0964155197143555, 'repair_time': 473.0981135368347}"
