tid,attr_name,rules_left,portion_left
352,hours-per-week,38,0.38
367,hours-per-week,38,0.38
374,hours-per-week,38,0.38
377,hours-per-week,38,0.38
385,hours-per-week,38,0.38
389,hours-per-week,38,0.38
392,hours-per-week,38,0.38
395,hours-per-week,38,0.38
400,hours-per-week,38,0.38
403,hours-per-week,38,0.38
411,hours-per-week,38,0.38
413,hours-per-week,38,0.38
414,hours-per-week,38,0.38
421,hours-per-week,38,0.38
424,hours-per-week,38,0.38
430,hours-per-week,38,0.38
431,hours-per-week,38,0.38
441,hours-per-week,38,0.38
451,hours-per-week,38,0.38
455,hours-per-week,38,0.38
459,hours-per-week,38,0.38
461,hours-per-week,38,0.38
462,hours-per-week,38,0.38
466,hours-per-week,38,0.38
468,hours-per-week,38,0.38
469,hours-per-week,38,0.38
474,hours-per-week,38,0.38
476,hours-per-week,38,0.38
481,hours-per-week,38,0.38
482,hours-per-week,38,0.38
487,hours-per-week,38,0.38
490,hours-per-week,38,0.38
493,hours-per-week,38,0.38
496,hours-per-week,38,0.38
25,marital-status,39,0.39
53,marital-status,39,0.39
64,marital-status,39,0.39
70,marital-status,39,0.39
89,marital-status,39,0.39
105,marital-status,39,0.39
172,marital-status,39,0.39
183,marital-status,39,0.39
195,marital-status,39,0.39
223,marital-status,39,0.39
242,marital-status,39,0.39
249,marital-status,39,0.39
285,marital-status,39,0.39
297,marital-status,39,0.39
382,marital-status,39,0.39
402,marital-status,39,0.39
422,marital-status,39,0.39
428,marital-status,39,0.39
450,marital-status,39,0.39
459,marital-status,39,0.39
0,native-country,30,0.3
11,native-country,30,0.3
17,native-country,30,0.3
54,native-country,30,0.3
66,native-country,30,0.3
75,native-country,30,0.3
91,native-country,30,0.3
101,native-country,30,0.3
105,native-country,30,0.3
131,native-country,30,0.3
136,native-country,30,0.3
146,native-country,30,0.3
151,native-country,30,0.3
156,native-country,30,0.3
158,native-country,30,0.3
170,native-country,30,0.3
185,native-country,30,0.3
190,native-country,30,0.3
206,native-country,30,0.3
211,native-country,30,0.3
227,native-country,30,0.3
250,native-country,30,0.3
253,native-country,30,0.3
268,native-country,30,0.3
279,native-country,30,0.3
296,native-country,30,0.3
298,native-country,30,0.3
310,native-country,30,0.3
332,native-country,30,0.3
334,native-country,30,0.3
339,native-country,30,0.3
342,native-country,30,0.3
358,native-country,30,0.3
359,native-country,30,0.3
361,native-country,30,0.3
372,native-country,30,0.3
389,native-country,30,0.3
422,native-country,30,0.3
433,native-country,30,0.3
443,native-country,30,0.3
456,native-country,30,0.3
461,native-country,30,0.3
464,native-country,30,0.3
468,native-country,30,0.3
21,race,39,0.39
37,race,39,0.39
43,race,39,0.39
68,race,39,0.39
74,race,39,0.39
94,race,39,0.39
105,race,39,0.39
108,race,39,0.39
113,race,39,0.39
114,race,39,0.39
124,race,39,0.39
129,race,39,0.39
153,race,39,0.39
169,race,39,0.39
171,race,39,0.39
172,race,39,0.39
174,race,39,0.39
175,race,39,0.39
178,race,39,0.39
189,race,39,0.39
191,race,39,0.39
196,race,39,0.39
204,race,39,0.39
211,race,39,0.39
212,race,39,0.39
213,race,39,0.39
244,race,39,0.39
253,race,39,0.39
255,race,39,0.39
259,race,39,0.39
264,race,39,0.39
268,race,39,0.39
279,race,39,0.39
281,race,39,0.39
286,race,39,0.39
287,race,39,0.39
291,race,39,0.39
303,race,39,0.39
305,race,39,0.39
334,race,39,0.39
339,race,39,0.39
347,race,39,0.39
350,race,39,0.39
353,race,39,0.39
357,race,39,0.39
372,race,39,0.39
392,race,39,0.39
415,race,39,0.39
419,race,39,0.39
422,race,39,0.39
443,race,39,0.39
456,race,39,0.39
458,race,39,0.39
461,race,39,0.39
462,race,39,0.39
467,race,39,0.39
473,race,39,0.39
487,race,39,0.39
492,race,39,0.39
494,race,39,0.39
110,relationship,45,0.45
5,workclass,28,0.28
17,workclass,28,0.28
19,workclass,28,0.28
29,workclass,28,0.28
30,workclass,28,0.28
33,workclass,28,0.28
40,workclass,28,0.28
42,workclass,28,0.28
45,workclass,28,0.28
48,workclass,28,0.28
49,workclass,28,0.28
50,workclass,28,0.28
52,workclass,28,0.28
53,workclass,28,0.28
57,workclass,28,0.28
59,workclass,28,0.28
61,workclass,28,0.28
67,workclass,28,0.28
70,workclass,28,0.28
76,workclass,28,0.28
77,workclass,28,0.28
79,workclass,28,0.28
81,workclass,28,0.28
94,workclass,28,0.28
102,workclass,28,0.28
108,workclass,28,0.28
109,workclass,28,0.28
111,workclass,28,0.28
112,workclass,28,0.28
116,workclass,28,0.28
119,workclass,28,0.28
122,workclass,28,0.28
128,workclass,28,0.28
135,workclass,28,0.28
140,workclass,28,0.28
141,workclass,28,0.28
144,workclass,28,0.28
148,workclass,28,0.28
149,workclass,28,0.28
160,workclass,28,0.28
161,workclass,28,0.28
163,workclass,28,0.28
170,workclass,28,0.28
172,workclass,28,0.28
178,workclass,28,0.28
179,workclass,28,0.28
184,workclass,28,0.28
187,workclass,28,0.28
189,workclass,28,0.28
190,workclass,28,0.28
192,workclass,28,0.28
196,workclass,28,0.28
201,workclass,28,0.28
202,workclass,28,0.28
206,workclass,28,0.28
207,workclass,28,0.28
208,workclass,28,0.28
219,workclass,28,0.28
227,workclass,28,0.28
230,workclass,28,0.28
233,workclass,28,0.28
240,workclass,28,0.28
247,workclass,28,0.28
252,workclass,28,0.28
255,workclass,28,0.28
256,workclass,28,0.28
257,workclass,28,0.28
258,workclass,28,0.28
259,workclass,28,0.28
265,workclass,28,0.28
266,workclass,28,0.28
268,workclass,28,0.28
270,workclass,28,0.28
282,workclass,28,0.28
286,workclass,28,0.28
289,workclass,28,0.28
291,workclass,28,0.28
292,workclass,28,0.28
295,workclass,28,0.28
298,workclass,28,0.28
299,workclass,28,0.28
303,workclass,28,0.28
304,workclass,28,0.28
305,workclass,28,0.28
308,workclass,28,0.28
309,workclass,28,0.28
311,workclass,28,0.28
315,workclass,28,0.28
322,workclass,28,0.28
331,workclass,28,0.28
334,workclass,28,0.28
344,workclass,28,0.28
348,workclass,28,0.28
352,workclass,28,0.28
357,workclass,28,0.28
362,workclass,28,0.28
369,workclass,28,0.28
376,workclass,28,0.28
379,workclass,28,0.28
382,workclass,28,0.28
388,workclass,28,0.28
389,workclass,28,0.28
390,workclass,28,0.28
406,workclass,28,0.28
411,workclass,28,0.28
413,workclass,28,0.28
419,workclass,28,0.28
420,workclass,28,0.28
421,workclass,28,0.28
422,workclass,28,0.28
430,workclass,28,0.28
431,workclass,28,0.28
432,workclass,28,0.28
433,workclass,28,0.28
434,workclass,28,0.28
436,workclass,28,0.28
437,workclass,28,0.28
438,workclass,28,0.28
443,workclass,28,0.28
444,workclass,28,0.28
449,workclass,28,0.28
450,workclass,28,0.28
453,workclass,28,0.28
459,workclass,28,0.28
460,workclass,28,0.28
461,workclass,28,0.28
480,workclass,28,0.28
483,workclass,28,0.28
486,workclass,28,0.28
487,workclass,28,0.28
494,workclass,28,0.28
499,workclass,28,0.28
