tid,attr_name,rules_left,portion_left
496,hours-per-week,22,0.44
25,marital-status,21,0.42
70,marital-status,21,0.42
89,marital-status,21,0.42
103,marital-status,21,0.42
172,marital-status,21,0.42
183,marital-status,21,0.42
195,marital-status,21,0.42
223,marital-status,21,0.42
249,marital-status,21,0.42
262,marital-status,21,0.42
285,marital-status,21,0.42
297,marital-status,21,0.42
382,marital-status,21,0.42
402,marital-status,21,0.42
422,marital-status,21,0.42
428,marital-status,21,0.42
0,native-country,15,0.3
11,native-country,15,0.3
17,native-country,15,0.3
54,native-country,15,0.3
66,native-country,15,0.3
75,native-country,15,0.3
91,native-country,15,0.3
101,native-country,15,0.3
105,native-country,15,0.3
131,native-country,15,0.3
136,native-country,15,0.3
146,native-country,15,0.3
151,native-country,15,0.3
156,native-country,15,0.3
158,native-country,15,0.3
170,native-country,15,0.3
185,native-country,15,0.3
190,native-country,15,0.3
206,native-country,15,0.3
211,native-country,15,0.3
227,native-country,15,0.3
250,native-country,15,0.3
253,native-country,15,0.3
268,native-country,15,0.3
279,native-country,15,0.3
296,native-country,15,0.3
298,native-country,15,0.3
310,native-country,15,0.3
332,native-country,15,0.3
334,native-country,15,0.3
339,native-country,15,0.3
342,native-country,15,0.3
358,native-country,15,0.3
359,native-country,15,0.3
361,native-country,15,0.3
372,native-country,15,0.3
389,native-country,15,0.3
422,native-country,15,0.3
433,native-country,15,0.3
443,native-country,15,0.3
456,native-country,15,0.3
461,native-country,15,0.3
464,native-country,15,0.3
468,native-country,15,0.3
21,race,26,0.52
37,race,26,0.52
43,race,26,0.52
68,race,26,0.52
74,race,26,0.52
94,race,26,0.52
105,race,26,0.52
108,race,26,0.52
113,race,26,0.52
114,race,26,0.52
124,race,26,0.52
129,race,26,0.52
153,race,26,0.52
169,race,26,0.52
171,race,26,0.52
172,race,26,0.52
174,race,26,0.52
175,race,26,0.52
178,race,26,0.52
189,race,26,0.52
191,race,26,0.52
196,race,26,0.52
204,race,26,0.52
211,race,26,0.52
212,race,26,0.52
213,race,26,0.52
244,race,26,0.52
253,race,26,0.52
255,race,26,0.52
259,race,26,0.52
264,race,26,0.52
268,race,26,0.52
279,race,26,0.52
281,race,26,0.52
286,race,26,0.52
287,race,26,0.52
291,race,26,0.52
303,race,26,0.52
305,race,26,0.52
334,race,26,0.52
339,race,26,0.52
347,race,26,0.52
350,race,26,0.52
353,race,26,0.52
357,race,26,0.52
372,race,26,0.52
392,race,26,0.52
415,race,26,0.52
419,race,26,0.52
422,race,26,0.52
443,race,26,0.52
456,race,26,0.52
458,race,26,0.52
461,race,26,0.52
462,race,26,0.52
467,race,26,0.52
473,race,26,0.52
487,race,26,0.52
492,race,26,0.52
494,race,26,0.52
110,relationship,24,0.48
5,workclass,14,0.28
17,workclass,14,0.28
19,workclass,14,0.28
29,workclass,14,0.28
30,workclass,14,0.28
33,workclass,14,0.28
42,workclass,14,0.28
45,workclass,14,0.28
48,workclass,14,0.28
50,workclass,14,0.28
52,workclass,14,0.28
53,workclass,14,0.28
57,workclass,14,0.28
59,workclass,14,0.28
61,workclass,14,0.28
67,workclass,14,0.28
70,workclass,14,0.28
76,workclass,14,0.28
77,workclass,14,0.28
79,workclass,14,0.28
81,workclass,14,0.28
94,workclass,14,0.28
102,workclass,14,0.28
108,workclass,14,0.28
109,workclass,14,0.28
111,workclass,14,0.28
112,workclass,14,0.28
116,workclass,14,0.28
119,workclass,14,0.28
122,workclass,14,0.28
128,workclass,14,0.28
135,workclass,14,0.28
140,workclass,14,0.28
141,workclass,14,0.28
144,workclass,14,0.28
148,workclass,14,0.28
149,workclass,14,0.28
160,workclass,14,0.28
161,workclass,14,0.28
163,workclass,14,0.28
172,workclass,14,0.28
178,workclass,14,0.28
179,workclass,14,0.28
184,workclass,14,0.28
187,workclass,14,0.28
189,workclass,14,0.28
190,workclass,14,0.28
192,workclass,14,0.28
196,workclass,14,0.28
201,workclass,14,0.28
202,workclass,14,0.28
206,workclass,14,0.28
207,workclass,14,0.28
208,workclass,14,0.28
219,workclass,14,0.28
227,workclass,14,0.28
230,workclass,14,0.28
233,workclass,14,0.28
240,workclass,14,0.28
247,workclass,14,0.28
252,workclass,14,0.28
255,workclass,14,0.28
257,workclass,14,0.28
258,workclass,14,0.28
259,workclass,14,0.28
265,workclass,14,0.28
266,workclass,14,0.28
268,workclass,14,0.28
270,workclass,14,0.28
282,workclass,14,0.28
286,workclass,14,0.28
289,workclass,14,0.28
291,workclass,14,0.28
292,workclass,14,0.28
295,workclass,14,0.28
298,workclass,14,0.28
299,workclass,14,0.28
302,workclass,14,0.28
303,workclass,14,0.28
304,workclass,14,0.28
305,workclass,14,0.28
308,workclass,14,0.28
309,workclass,14,0.28
315,workclass,14,0.28
322,workclass,14,0.28
331,workclass,14,0.28
334,workclass,14,0.28
336,workclass,14,0.28
344,workclass,14,0.28
348,workclass,14,0.28
357,workclass,14,0.28
362,workclass,14,0.28
369,workclass,14,0.28
376,workclass,14,0.28
382,workclass,14,0.28
388,workclass,14,0.28
389,workclass,14,0.28
390,workclass,14,0.28
400,workclass,14,0.28
406,workclass,14,0.28
411,workclass,14,0.28
413,workclass,14,0.28
419,workclass,14,0.28
420,workclass,14,0.28
421,workclass,14,0.28
422,workclass,14,0.28
430,workclass,14,0.28
431,workclass,14,0.28
432,workclass,14,0.28
433,workclass,14,0.28
434,workclass,14,0.28
436,workclass,14,0.28
438,workclass,14,0.28
443,workclass,14,0.28
444,workclass,14,0.28
449,workclass,14,0.28
450,workclass,14,0.28
453,workclass,14,0.28
459,workclass,14,0.28
460,workclass,14,0.28
461,workclass,14,0.28
480,workclass,14,0.28
483,workclass,14,0.28
486,workclass,14,0.28
487,workclass,14,0.28
494,workclass,14,0.28
499,workclass,14,0.28
