tid,attr_name,rules_left,portion_left
3,education,52,0.3333333333333333
66,education,52,0.3333333333333333
74,education,52,0.3333333333333333
83,education,52,0.3333333333333333
101,education,52,0.3333333333333333
104,education,52,0.3333333333333333
113,education,52,0.3333333333333333
181,education,52,0.3333333333333333
193,education,52,0.3333333333333333
201,education,52,0.3333333333333333
207,education,52,0.3333333333333333
234,education,52,0.3333333333333333
259,education,52,0.3333333333333333
279,education,52,0.3333333333333333
292,education,52,0.3333333333333333
296,education,52,0.3333333333333333
316,education,52,0.3333333333333333
331,education,52,0.3333333333333333
334,education,52,0.3333333333333333
342,education,52,0.3333333333333333
350,education,52,0.3333333333333333
358,education,52,0.3333333333333333
375,education,52,0.3333333333333333
386,education,52,0.3333333333333333
416,education,52,0.3333333333333333
444,education,52,0.3333333333333333
475,education,52,0.3333333333333333
0,hours-per-week,60,0.38461538461538464
1,hours-per-week,60,0.38461538461538464
4,hours-per-week,60,0.38461538461538464
10,hours-per-week,60,0.38461538461538464
14,hours-per-week,60,0.38461538461538464
22,hours-per-week,60,0.38461538461538464
24,hours-per-week,60,0.38461538461538464
25,hours-per-week,60,0.38461538461538464
29,hours-per-week,60,0.38461538461538464
31,hours-per-week,60,0.38461538461538464
33,hours-per-week,60,0.38461538461538464
35,hours-per-week,60,0.38461538461538464
36,hours-per-week,60,0.38461538461538464
40,hours-per-week,60,0.38461538461538464
41,hours-per-week,60,0.38461538461538464
42,hours-per-week,60,0.38461538461538464
49,hours-per-week,60,0.38461538461538464
50,hours-per-week,60,0.38461538461538464
58,hours-per-week,60,0.38461538461538464
59,hours-per-week,60,0.38461538461538464
61,hours-per-week,60,0.38461538461538464
65,hours-per-week,60,0.38461538461538464
68,hours-per-week,60,0.38461538461538464
73,hours-per-week,60,0.38461538461538464
75,hours-per-week,60,0.38461538461538464
79,hours-per-week,60,0.38461538461538464
84,hours-per-week,60,0.38461538461538464
89,hours-per-week,60,0.38461538461538464
94,hours-per-week,60,0.38461538461538464
96,hours-per-week,60,0.38461538461538464
97,hours-per-week,60,0.38461538461538464
102,hours-per-week,60,0.38461538461538464
117,hours-per-week,60,0.38461538461538464
123,hours-per-week,60,0.38461538461538464
142,hours-per-week,60,0.38461538461538464
144,hours-per-week,60,0.38461538461538464
146,hours-per-week,60,0.38461538461538464
150,hours-per-week,60,0.38461538461538464
152,hours-per-week,60,0.38461538461538464
155,hours-per-week,60,0.38461538461538464
158,hours-per-week,60,0.38461538461538464
159,hours-per-week,60,0.38461538461538464
162,hours-per-week,60,0.38461538461538464
163,hours-per-week,60,0.38461538461538464
164,hours-per-week,60,0.38461538461538464
176,hours-per-week,60,0.38461538461538464
177,hours-per-week,60,0.38461538461538464
187,hours-per-week,60,0.38461538461538464
194,hours-per-week,60,0.38461538461538464
207,hours-per-week,60,0.38461538461538464
214,hours-per-week,60,0.38461538461538464
218,hours-per-week,60,0.38461538461538464
219,hours-per-week,60,0.38461538461538464
224,hours-per-week,60,0.38461538461538464
227,hours-per-week,60,0.38461538461538464
232,hours-per-week,60,0.38461538461538464
233,hours-per-week,60,0.38461538461538464
240,hours-per-week,60,0.38461538461538464
